experiment_id,experiment_date,material_a_ratio,material_b_ratio,temperature,pressure,tensile_strength,elongation,hardness,result_grade
EXP-04604,2025-12-11,0.41,0.59,189,36,45.7,16.3,66,B
EXP-04605,2025-04-07,0.25,0.75,153,66,36.5,21.9,69,C
EXP-04606,2025-08-04,0.86,0.14,202,38,54.9,4.7,79,A
EXP-04607,2025-04-20,0.51,0.49,213,53,43.5,14.3,63,C
EXP-04608,2025-08-10,0.52,0.48,196,64,48.4,12.6,72,B
EXP-04609,2026-02-02,0.89,0.11,158,74,52.1,9.1,89,A
EXP-04610,2025-07-18,0.39,0.61,238,86,38.9,19.9,80,B
EXP-04611,2025-02-12,0.85,0.15,236,100,47.7,14.2,92,B
EXP-04612,2025-05-29,0.66,0.34,242,53,36.6,16.1,84,C
EXP-04613,2025-12-25,0.61,0.39,247,69,43.8,14.8,77,B
EXP-04614,2025-08-26,0.29,0.71,182,34,40.6,19.7,62,C
EXP-04615,2025-09-13,0.14,0.86,192,37,29.0,23.3,61,C
EXP-04616,2025-07-16,0.45,0.55,246,98,43.2,18.4,77,B
EXP-04617,2025-05-14,0.11,0.89,195,96,37.8,23.5,72,C
EXP-04618,2025-09-30,0.16,0.84,237,96,34.5,17.6,64,C
EXP-04619,2025-10-16,0.58,0.42,215,48,42.4,17.8,78,B
EXP-04620,2026-02-14,0.68,0.32,243,76,41.3,16.1,87,B
EXP-04621,2025-10-09,0.23,0.77,151,46,33.7,23.1,65,C
EXP-04622,2026-03-30,0.69,0.31,221,78,45.8,16.7,86,B
EXP-04623,2026-01-12,0.86,0.14,230,64,53.8,6.7,83,A
EXP-04624,2025-02-05,0.69,0.31,170,96,52.5,9.8,82,A
EXP-04625,2025-06-28,0.73,0.27,224,56,53.4,11.5,82,A
EXP-04626,2025-06-25,0.66,0.34,169,75,50.1,8.7,78,A
EXP-04627,2025-01-02,0.28,0.72,241,76,39.7,19.9,71,B
EXP-04628,2025-03-24,0.39,0.61,241,85,37.3,21.6,76,C
EXP-04629,2025-12-14,0.86,0.14,150,33,46.6,13.2,80,B
EXP-04630,2025-06-10,0.63,0.37,201,62,49.7,13.9,79,A
EXP-04631,2025-03-09,0.73,0.27,188,62,56.4,10.3,84,A
EXP-04632,2025-05-12,0.87,0.13,239,46,45.5,11.8,83,B
EXP-04633,2025-05-06,0.29,0.71,182,87,43.4,18.1,70,B
EXP-04634,2025-03-21,0.36,0.64,222,89,42.7,19.0,77,B
EXP-04635,2025-02-16,0.62,0.38,161,35,44.0,12.5,75,B
EXP-04636,2025-12-15,0.12,0.88,171,78,35.6,26.0,67,C
EXP-04637,2026-01-11,0.56,0.44,249,91,39.4,16.1,83,B
EXP-04638,2025-08-15,0.75,0.25,188,50,57.8,11.3,81,A
EXP-04639,2025-10-08,0.59,0.41,227,74,43.9,16.1,77,B
EXP-04640,2026-02-24,0.34,0.66,247,74,39.1,17.6,69,B
EXP-04641,2026-01-20,0.68,0.32,247,31,39.9,18.8,75,B
EXP-04642,2025-01-15,0.22,0.78,151,87,41.6,22.5,72,B
EXP-04643,2026-03-11,0.82,0.18,173,83,48.6,9.1,89,A
EXP-04644,2025-01-31,0.18,0.82,222,49,37.0,22.0,63,C
EXP-04645,2025-01-13,0.79,0.21,243,52,40.0,15.5,83,B
EXP-04646,2025-07-03,0.5,0.5,248,84,41.7,13.3,73,B
EXP-04647,2025-12-07,0.44,0.56,222,86,42.8,13.5,74,B
EXP-04648,2025-02-06,0.5,0.5,160,35,37.8,17.0,73,C
EXP-04649,2025-05-14,0.26,0.74,224,55,38.9,18.1,63,C
EXP-04650,2025-04-30,0.47,0.53,177,74,46.6,14.2,76,B
EXP-04651,2025-07-01,0.78,0.22,231,39,45.1,11.0,79,B
EXP-04652,2026-03-26,0.74,0.26,205,100,53.6,11.3,87,A
EXP-04653,2025-06-01,0.23,0.77,168,44,38.1,19.5,66,B
EXP-04654,2025-04-06,0.64,0.36,235,91,48.6,16.2,84,A
EXP-04655,2025-02-25,0.79,0.21,249,34,40.5,15.3,74,B
EXP-04656,2025-04-01,0.76,0.24,201,92,57.9,11.6,89,A
EXP-04657,2025-03-02,0.44,0.56,232,32,39.1,15.5,66,B
EXP-04658,2025-09-19,0.14,0.86,156,78,40.6,20.2,60,C
EXP-04659,2025-07-11,0.84,0.16,177,55,54.0,10.7,86,A
EXP-04660,2025-08-16,0.42,0.58,162,62,40.2,19.6,67,B
EXP-04661,2026-01-15,0.39,0.61,178,37,38.9,18.1,66,B
EXP-04662,2025-09-22,0.71,0.29,187,78,54.5,10.5,84,A
EXP-04663,2025-03-12,0.31,0.69,193,74,40.3,19.0,70,B
EXP-04664,2025-06-21,0.77,0.23,182,52,58.1,9.3,78,A
EXP-04665,2025-05-23,0.16,0.84,205,63,34.6,27.3,60,C
EXP-04666,2026-01-13,0.69,0.31,172,69,48.4,14.2,78,A
EXP-04667,2025-05-21,0.87,0.13,185,78,60.4,8.3,83,A
EXP-04668,2025-03-05,0.9,0.1,234,68,52.1,7.9,87,A
EXP-04669,2025-12-02,0.84,0.16,206,34,55.1,7.6,78,A
EXP-04670,2025-07-15,0.8,0.2,152,68,51.5,11.1,79,A
EXP-04671,2025-02-13,0.32,0.68,183,54,41.4,21.6,67,B
EXP-04672,2025-11-11,0.87,0.13,233,59,47.6,11.6,82,B
EXP-04673,2025-04-06,0.84,0.16,168,56,58.5,8.7,85,A
EXP-04674,2026-01-31,0.53,0.47,243,55,45.3,14.6,76,B
EXP-04675,2026-01-15,0.42,0.58,179,46,45.7,13.6,75,B
EXP-04676,2025-06-18,0.19,0.81,213,53,40.4,21.9,66,B
EXP-04677,2025-09-11,0.57,0.43,197,80,52.5,13.0,75,B
EXP-04678,2025-09-16,0.66,0.34,213,45,43.9,16.1,68,B
EXP-04679,2025-10-25,0.42,0.58,230,83,41.6,18.6,69,B
EXP-04680,2025-02-01,0.42,0.58,165,61,47.0,14.8,70,B
EXP-04681,2025-05-29,0.56,0.44,185,73,51.8,14.3,71,B
EXP-04682,2025-03-19,0.12,0.88,207,38,34.7,20.8,57,C
EXP-04683,2025-11-15,0.87,0.13,176,44,59.2,9.0,83,A
EXP-04684,2025-02-01,0.33,0.67,187,94,45.4,18.0,72,B
EXP-04685,2025-08-24,0.21,0.79,239,89,39.9,24.0,71,B
EXP-04686,2025-11-28,0.1,0.9,173,34,35.3,21.7,56,C
EXP-04687,2026-03-09,0.79,0.21,169,94,55.0,7.9,85,A
EXP-04688,2025-05-12,0.79,0.21,208,89,55.7,9.6,94,A
EXP-04689,2025-01-04,0.18,0.82,160,39,39.6,22.5,61,C
EXP-04690,2025-11-27,0.22,0.78,150,47,40.6,15.0,64,C
EXP-04691,2025-01-01,0.46,0.54,237,42,38.1,20.7,73,B
EXP-04692,2025-01-31,0.25,0.75,177,90,42.1,19.5,75,B
EXP-04693,2026-03-28,0.69,0.31,162,90,53.2,9.9,83,A
EXP-04694,2026-01-29,0.15,0.85,216,81,37.0,21.7,71,C
EXP-04695,2025-11-19,0.54,0.46,198,47,43.3,15.1,71,B
EXP-04696,2026-01-17,0.41,0.59,195,95,43.7,15.3,81,B
EXP-04697,2025-02-04,0.47,0.53,194,90,45.5,12.8,73,B
EXP-04698,2025-02-10,0.44,0.56,164,91,42.9,19.2,76,B
EXP-04699,2025-05-18,0.22,0.78,236,55,34.1,21.5,66,C
EXP-04700,2025-01-11,0.28,0.72,150,79,42.1,18.8,72,B
EXP-04701,2026-02-10,0.15,0.85,198,77,37.2,24.0,63,C
EXP-04702,2025-01-26,0.19,0.81,177,40,40.7,21.0,55,C
EXP-04703,2025-09-06,0.88,0.12,214,71,50.2,8.0,89,A
EXP-04704,2026-01-25,0.32,0.68,205,68,40.5,21.0,69,B
EXP-04705,2025-12-02,0.35,0.65,188,71,44.2,21.2,70,B
EXP-04706,2025-04-18,0.2,0.8,203,54,40.4,21.9,71,B
EXP-04707,2025-08-03,0.7,0.3,172,77,54.5,9.9,81,A
EXP-04708,2025-09-08,0.84,0.16,163,92,51.4,8.2,87,A
EXP-04709,2025-12-17,0.73,0.27,241,72,47.3,11.7,75,B
EXP-04710,2025-07-14,0.59,0.41,211,91,43.5,16.3,77,B
EXP-04711,2025-05-10,0.75,0.25,216,84,53.5,14.3,89,A
EXP-04712,2025-12-29,0.42,0.58,250,52,33.6,19.2,67,C
EXP-04713,2026-02-09,0.79,0.21,241,82,47.1,11.7,89,B
EXP-04714,2025-08-11,0.74,0.26,209,77,55.2,13.1,79,A
EXP-04715,2025-01-13,0.1,0.9,230,97,39.3,21.3,64,C
EXP-04716,2025-08-17,0.49,0.51,203,54,40.6,21.3,69,B
EXP-04717,2026-02-10,0.31,0.69,174,41,38.5,20.1,67,B
EXP-04718,2026-03-28,0.17,0.83,212,78,40.0,23.6,66,B
EXP-04719,2025-07-02,0.78,0.22,242,74,47.0,13.9,80,B
EXP-04720,2025-03-10,0.11,0.89,238,73,36.2,24.5,67,C
EXP-04721,2025-09-18,0.68,0.32,201,82,45.7,14.1,85,B
EXP-04722,2026-01-14,0.89,0.11,245,66,48.9,11.2,88,A
EXP-04723,2026-03-07,0.49,0.51,169,32,47.3,16.7,71,B
EXP-04724,2025-01-24,0.4,0.6,154,92,42.8,19.8,72,B
EXP-04725,2025-05-13,0.58,0.42,190,49,50.5,15.1,80,A
EXP-04726,2025-08-06,0.74,0.26,170,47,51.6,8.6,79,A
EXP-04727,2025-02-14,0.29,0.71,246,87,42.6,19.8,73,B
EXP-04728,2026-02-09,0.3,0.7,161,86,41.4,18.3,73,B
EXP-04729,2025-02-21,0.59,0.41,203,65,48.1,13.6,74,B
EXP-04730,2025-10-31,0.85,0.15,228,78,50.9,12.1,95,A
EXP-04731,2026-02-23,0.34,0.66,161,35,39.0,23.3,65,B
EXP-04732,2025-11-09,0.4,0.6,154,49,40.1,18.5,69,B
EXP-04733,2025-12-15,0.89,0.11,205,47,49.7,15.1,82,A
EXP-04734,2025-05-01,0.24,0.76,241,59,38.0,19.0,71,B
EXP-04735,2026-01-13,0.16,0.84,151,55,39.2,24.1,68,B
EXP-04736,2025-07-10,0.57,0.43,152,34,45.4,16.5,73,B
EXP-04737,2025-01-28,0.12,0.88,243,78,38.4,22.7,59,C
EXP-04738,2025-06-17,0.24,0.76,210,72,39.2,23.6,67,B
EXP-04739,2025-06-09,0.6,0.4,220,56,45.8,14.0,76,B
EXP-04740,2025-08-26,0.63,0.37,177,93,54.7,14.8,81,A
EXP-04741,2025-05-01,0.51,0.49,181,55,49.3,14.7,70,B
EXP-04742,2025-07-30,0.41,0.59,197,38,47.8,15.3,62,C
EXP-04743,2025-07-15,0.56,0.44,171,90,46.1,12.9,86,B
EXP-04744,2025-05-30,0.61,0.39,194,39,47.5,17.8,77,B
EXP-04745,2025-11-14,0.74,0.26,246,35,40.5,17.7,78,B
EXP-04746,2025-05-20,0.73,0.27,225,63,44.6,13.4,79,B
EXP-04747,2025-12-16,0.63,0.37,237,71,39.6,17.9,81,B
EXP-04748,2025-04-25,0.82,0.18,200,49,56.0,10.3,83,A
EXP-04749,2026-01-30,0.77,0.23,229,89,49.7,11.7,85,A
EXP-04750,2025-06-16,0.21,0.79,192,49,39.4,23.0,65,B
EXP-04751,2025-01-19,0.87,0.13,212,98,56.3,8.2,93,A
EXP-04752,2025-03-10,0.81,0.19,223,75,45.6,8.8,88,B
EXP-04753,2026-01-03,0.36,0.64,233,43,36.9,20.8,64,C
EXP-04754,2026-02-02,0.12,0.88,243,59,33.8,23.8,64,C
EXP-04755,2025-04-07,0.58,0.42,160,35,44.1,14.8,77,B
EXP-04756,2025-10-02,0.45,0.55,230,89,38.2,17.3,78,B
EXP-04757,2025-09-19,0.7,0.3,221,76,45.5,11.2,91,B
EXP-04758,2025-03-03,0.52,0.48,224,60,42.0,16.5,74,B
EXP-04759,2025-07-26,0.16,0.84,151,78,40.0,19.6,60,C
EXP-04760,2025-11-13,0.3,0.7,199,73,42.6,21.1,67,B
EXP-04761,2026-03-18,0.81,0.19,247,72,47.1,13.8,82,B
EXP-04762,2026-01-22,0.13,0.87,240,58,34.5,22.4,65,C
EXP-04763,2025-02-14,0.69,0.31,173,54,49.9,14.2,82,A
EXP-04764,2025-04-19,0.33,0.67,199,48,42.9,18.6,68,B
EXP-04765,2025-07-19,0.46,0.54,237,85,41.0,17.6,78,B
EXP-04766,2025-03-10,0.52,0.48,243,63,38.6,18.1,83,B
EXP-04767,2025-09-18,0.3,0.7,183,63,37.1,24.4,65,C
EXP-04768,2025-01-04,0.62,0.38,231,81,43.2,17.1,80,B
EXP-04769,2025-02-21,0.65,0.35,234,67,46.8,13.9,78,B
EXP-04770,2025-01-22,0.17,0.83,165,97,42.5,22.3,65,B
EXP-04771,2025-05-15,0.4,0.6,153,47,37.6,21.4,61,C
EXP-04772,2025-12-14,0.7,0.3,154,32,39.8,16.6,81,B
EXP-04773,2025-03-22,0.68,0.32,164,59,50.8,12.3,76,B
EXP-04774,2026-03-27,0.54,0.46,224,67,44.2,15.6,75,B
EXP-04775,2025-05-03,0.72,0.28,189,88,51.7,10.1,87,A
EXP-04776,2025-01-21,0.19,0.81,219,75,28.5,24.9,62,C
EXP-04777,2025-06-02,0.19,0.81,159,96,35.8,21.1,67,C
EXP-04778,2025-12-08,0.63,0.37,210,36,45.5,14.2,74,B
EXP-04779,2025-02-18,0.65,0.35,225,68,42.6,17.0,78,B
EXP-04780,2025-02-02,0.75,0.25,248,88,45.9,17.1,81,B
EXP-04781,2026-01-23,0.24,0.76,182,65,37.4,22.1,69,C
EXP-04782,2025-09-28,0.51,0.49,205,49,45.5,16.0,71,B
EXP-04783,2025-06-06,0.63,0.37,198,84,58.7,11.1,82,A
EXP-04784,2025-12-11,0.28,0.72,185,92,42.9,21.6,72,B
EXP-04785,2026-01-21,0.51,0.49,214,48,43.7,17.6,76,B
EXP-04786,2025-06-13,0.61,0.39,207,69,48.4,14.8,80,A
EXP-04787,2025-09-13,0.27,0.73,234,87,40.9,20.6,68,B
EXP-04788,2025-01-05,0.4,0.6,152,40,41.1,15.8,73,B
EXP-04789,2025-05-20,0.27,0.73,172,30,35.1,22.6,61,C
EXP-04790,2025-09-29,0.82,0.18,208,82,53.0,9.1,84,A
EXP-04791,2025-03-31,0.29,0.71,207,83,39.4,21.1,67,B
EXP-04792,2026-03-29,0.2,0.8,241,41,34.1,21.3,53,C
EXP-04793,2026-03-19,0.13,0.87,218,72,41.9,22.3,62,C
EXP-04794,2025-04-28,0.14,0.86,150,81,38.4,21.8,68,B
EXP-04795,2025-06-30,0.25,0.75,199,98,41.5,17.8,67,B
EXP-04796,2025-03-28,0.59,0.41,235,87,47.8,14.2,88,B
EXP-04797,2025-08-18,0.11,0.89,238,45,34.5,28.0,51,C
EXP-04798,2025-02-26,0.33,0.67,230,70,34.5,16.8,67,C
EXP-04799,2025-06-28,0.15,0.85,198,82,43.2,20.9,61,C
EXP-04800,2025-09-11,0.42,0.58,160,49,40.8,16.5,74,B
EXP-04801,2025-10-07,0.14,0.86,171,41,28.7,27.7,63,C
EXP-04802,2025-09-29,0.59,0.41,235,61,38.0,19.3,76,B
EXP-04803,2025-04-11,0.65,0.35,184,81,55.8,12.1,76,B
EXP-04804,2025-12-28,0.69,0.31,227,67,41.6,17.5,76,B
EXP-04805,2025-11-12,0.28,0.72,153,72,42.9,19.8,70,B
EXP-04806,2025-12-10,0.79,0.21,199,77,55.7,10.4,83,A
EXP-04807,2025-08-02,0.65,0.35,245,97,45.8,13.6,82,B
EXP-04808,2026-02-11,0.15,0.85,174,75,36.8,21.7,65,C
EXP-04809,2025-06-27,0.45,0.55,153,39,42.0,17.0,68,B
EXP-04810,2026-01-03,0.71,0.29,179,58,52.8,12.1,73,B
EXP-04811,2025-04-03,0.35,0.65,156,42,38.9,16.0,61,C
EXP-04812,2025-04-23,0.41,0.59,211,83,40.7,20.7,70,B
EXP-04813,2025-08-29,0.6,0.4,169,100,50.3,17.8,80,A
EXP-04814,2025-09-11,0.14,0.86,174,84,32.3,23.0,67,C
EXP-04815,2025-12-07,0.87,0.13,209,47,56.3,11.8,83,A
EXP-04816,2025-05-16,0.24,0.76,182,79,41.2,20.0,74,B
EXP-04817,2026-02-02,0.12,0.88,215,31,35.6,21.9,53,C
EXP-04818,2025-05-31,0.1,0.9,244,49,26.0,25.4,62,C
EXP-04819,2025-09-01,0.42,0.58,244,51,35.0,20.5,67,C
EXP-04820,2026-03-01,0.81,0.19,223,63,47.9,11.1,92,B
EXP-04821,2025-09-03,0.76,0.24,247,52,44.4,15.3,80,B
EXP-04822,2025-11-07,0.83,0.17,224,60,46.6,11.7,82,B
EXP-04823,2026-02-19,0.53,0.47,156,30,49.6,12.7,71,B
EXP-04824,2026-03-21,0.46,0.54,246,87,39.6,18.5,78,B
EXP-04825,2025-08-16,0.41,0.59,207,58,40.1,17.5,69,B
EXP-04826,2025-07-10,0.14,0.86,150,87,36.3,22.1,70,C
EXP-04827,2025-03-31,0.83,0.17,212,34,48.3,12.1,86,A
EXP-04828,2025-09-03,0.5,0.5,174,91,43.6,14.2,82,B
EXP-04829,2026-02-23,0.46,0.54,203,74,48.7,18.7,74,B
EXP-04830,2025-08-11,0.51,0.49,216,46,45.2,18.0,79,B
EXP-04831,2025-06-08,0.74,0.26,152,83,49.5,11.5,87,A
EXP-04832,2025-02-18,0.28,0.72,194,83,46.0,18.4,66,B
EXP-04833,2025-06-27,0.67,0.33,155,81,48.6,15.0,82,A
EXP-04834,2025-04-18,0.67,0.33,161,91,45.6,15.0,83,B
EXP-04835,2026-03-22,0.78,0.22,171,97,55.9,14.2,86,A
EXP-04836,2025-08-29,0.11,0.89,228,41,30.7,24.2,61,C
EXP-04837,2025-03-04,0.24,0.76,191,50,38.2,23.5,57,C
EXP-04838,2025-01-31,0.48,0.52,154,32,40.7,15.3,76,B
EXP-04839,2026-01-23,0.78,0.22,225,34,46.5,10.9,81,B
EXP-04840,2026-03-01,0.87,0.13,204,37,48.9,15.0,74,B
EXP-04841,2025-12-14,0.58,0.42,164,79,43.9,15.2,82,B
EXP-04842,2025-02-26,0.27,0.73,206,73,40.4,17.8,71,B
EXP-04843,2025-02-14,0.25,0.75,175,32,36.1,21.6,68,C
EXP-04844,2025-04-01,0.61,0.39,214,59,50.2,16.4,84,A
EXP-04845,2025-12-09,0.27,0.73,245,37,39.4,19.0,71,B
EXP-04846,2025-12-15,0.54,0.46,181,43,43.5,16.5,72,B
EXP-04847,2026-01-18,0.77,0.23,225,33,46.8,9.6,80,B
EXP-04848,2025-02-14,0.41,0.59,152,67,45.7,16.3,70,B
EXP-04849,2025-03-11,0.4,0.6,191,35,43.2,20.0,71,B
EXP-04850,2026-02-15,0.13,0.87,239,85,35.0,21.6,58,C
EXP-04851,2026-02-28,0.3,0.7,157,96,43.4,16.4,68,B
EXP-04852,2025-11-27,0.66,0.34,243,90,43.0,13.9,82,B
EXP-04853,2025-02-18,0.39,0.61,159,88,46.3,16.0,75,B
EXP-04854,2025-02-01,0.23,0.77,198,83,38.7,22.6,70,B
EXP-04855,2025-01-26,0.18,0.82,168,94,37.5,22.7,75,C
EXP-04856,2025-11-12,0.18,0.82,152,92,40.3,22.3,67,B
EXP-04857,2026-01-21,0.63,0.37,185,45,50.5,13.6,70,B
EXP-04858,2025-10-16,0.59,0.41,208,72,48.4,13.3,77,B
EXP-04859,2025-04-30,0.51,0.49,222,51,37.2,17.2,71,C
EXP-04860,2025-12-12,0.5,0.5,181,89,47.0,16.8,81,B
EXP-04861,2025-01-27,0.22,0.78,199,30,40.1,23.9,67,B
EXP-04862,2026-01-13,0.5,0.5,168,59,42.3,15.4,80,B
EXP-04863,2026-02-11,0.15,0.85,223,56,37.9,20.1,67,C
EXP-04864,2025-11-24,0.84,0.16,167,90,54.7,7.9,86,A
EXP-04865,2026-02-05,0.15,0.85,236,50,34.3,24.9,61,C
EXP-04866,2025-09-25,0.44,0.56,168,93,49.0,15.8,79,A
EXP-04867,2025-08-02,0.1,0.9,217,65,34.4,24.8,60,C
EXP-04868,2025-05-28,0.73,0.27,183,78,53.5,10.6,81,A
EXP-04869,2026-02-25,0.23,0.77,250,67,35.5,23.3,68,C
EXP-04870,2025-11-14,0.84,0.16,178,60,55.4,9.4,79,A
EXP-04871,2025-03-28,0.14,0.86,245,51,36.7,19.5,66,C
EXP-04872,2026-03-13,0.76,0.24,234,49,40.8,17.0,79,B
EXP-04873,2025-01-27,0.63,0.37,197,75,53.9,12.5,82,A
EXP-04874,2025-09-25,0.3,0.7,200,53,41.0,19.1,68,B
EXP-04875,2025-03-28,0.26,0.74,185,91,43.6,19.9,76,B
EXP-04876,2025-10-30,0.39,0.61,193,39,50.5,13.1,59,C
EXP-04877,2025-07-08,0.76,0.24,197,45,51.9,12.7,85,A
EXP-04878,2025-07-19,0.79,0.21,164,33,45.5,12.3,84,B
EXP-04879,2025-11-03,0.24,0.76,182,91,41.8,19.7,72,B
EXP-04880,2025-12-11,0.38,0.62,238,59,39.9,21.5,72,B
EXP-04881,2025-06-23,0.29,0.71,248,32,37.9,22.0,66,C
EXP-04882,2026-03-31,0.2,0.8,155,33,33.9,22.5,57,C
EXP-04883,2025-08-16,0.62,0.38,223,95,44.7,15.2,83,B
EXP-04884,2025-03-15,0.38,0.62,174,92,39.6,14.2,79,B
EXP-04885,2025-01-03,0.28,0.72,216,49,34.6,20.2,59,C
EXP-04886,2025-04-03,0.79,0.21,212,76,51.0,12.1,87,A
EXP-04887,2025-11-12,0.7,0.3,238,47,42.9,13.6,78,B
EXP-04888,2025-09-03,0.72,0.28,220,89,55.8,8.4,87,A
EXP-04889,2025-06-04,0.13,0.87,233,80,31.1,25.3,61,C
EXP-04890,2025-08-08,0.83,0.17,230,61,49.0,14.6,81,A
EXP-04891,2026-01-18,0.56,0.44,215,95,45.2,14.4,75,B
EXP-04892,2025-09-18,0.5,0.5,191,45,47.8,17.4,66,B
EXP-04893,2025-01-27,0.11,0.89,184,100,36.4,24.4,72,C
EXP-04894,2025-01-23,0.82,0.18,185,50,59.0,7.1,80,A
EXP-04895,2025-08-08,0.54,0.46,186,93,53.3,12.2,78,A
EXP-04896,2025-07-04,0.76,0.24,179,90,54.5,14.7,91,A
EXP-04897,2026-01-23,0.62,0.38,181,69,54.7,10.2,78,A
EXP-04898,2025-09-23,0.74,0.26,207,38,52.6,10.6,82,A
EXP-04899,2025-12-12,0.65,0.35,177,83,55.3,15.8,78,A
EXP-04900,2025-09-24,0.84,0.16,185,79,57.8,8.1,86,A
EXP-04901,2025-06-07,0.28,0.72,221,91,43.2,21.9,68,B
EXP-04902,2025-10-27,0.26,0.74,183,46,37.2,19.2,67,C
EXP-04903,2025-10-11,0.67,0.33,160,46,43.8,15.4,76,B
EXP-04904,2025-11-25,0.5,0.5,151,55,48.4,17.7,76,B
EXP-04905,2025-03-28,0.58,0.42,227,56,40.5,16.1,76,B
EXP-04906,2025-10-20,0.67,0.33,245,30,39.2,16.7,67,B
EXP-04907,2025-05-11,0.54,0.46,218,40,38.0,19.7,71,B
EXP-04908,2025-12-27,0.73,0.27,156,64,45.1,12.4,75,B
EXP-04909,2025-12-31,0.36,0.64,206,98,41.0,23.6,77,B
EXP-04910,2025-10-12,0.79,0.21,177,39,50.6,14.0,82,A
EXP-04911,2026-03-08,0.19,0.81,182,47,38.5,20.8,65,B
EXP-04912,2025-09-03,0.61,0.39,243,91,44.8,15.0,81,B
EXP-04913,2025-01-12,0.81,0.19,233,32,42.4,18.0,73,B
EXP-04914,2025-10-04,0.3,0.7,224,36,35.4,20.7,65,C
EXP-04915,2025-12-21,0.36,0.64,200,93,47.6,16.2,76,B
EXP-04916,2025-02-16,0.34,0.66,208,47,45.8,20.2,67,B
EXP-04917,2025-02-17,0.55,0.45,242,51,44.2,13.4,74,B
EXP-04918,2025-05-05,0.43,0.57,216,31,36.2,19.7,60,C
EXP-04919,2026-01-20,0.19,0.81,208,58,41.1,20.9,65,B
EXP-04920,2025-08-29,0.81,0.19,159,100,57.3,8.3,89,A
EXP-04921,2026-03-22,0.26,0.74,250,99,33.0,19.4,68,C
EXP-04922,2026-02-03,0.53,0.47,231,75,46.4,15.9,79,B
EXP-04923,2025-09-11,0.58,0.42,186,77,51.2,15.2,77,B
EXP-04924,2025-11-06,0.13,0.87,175,75,36.1,21.5,66,C
EXP-04925,2025-05-31,0.18,0.82,247,79,36.6,19.9,69,C
EXP-04926,2025-02-11,0.88,0.12,246,66,46.2,14.9,88,B
EXP-04927,2025-07-01,0.63,0.37,192,44,54.2,13.5,70,B
EXP-04928,2025-09-28,0.13,0.87,173,91,41.1,20.6,66,B
EXP-04929,2025-03-25,0.74,0.26,230,92,43.4,16.4,95,B
EXP-04930,2025-04-12,0.51,0.49,213,40,41.8,17.8,77,B
EXP-04931,2025-01-07,0.16,0.84,240,36,34.5,26.6,64,C
EXP-04932,2025-12-01,0.64,0.36,205,86,55.3,13.3,83,A
EXP-04933,2026-02-15,0.5,0.5,205,33,36.2,16.4,66,C
EXP-04934,2026-01-13,0.26,0.74,164,87,38.3,19.6,70,B
EXP-04935,2025-06-23,0.8,0.2,210,99,49.6,10.9,87,A
EXP-04936,2025-09-28,0.33,0.67,186,32,37.0,21.2,64,C
EXP-04937,2026-03-15,0.33,0.67,170,86,45.2,17.5,67,B
EXP-04938,2025-09-27,0.32,0.68,228,39,36.3,18.7,69,C
EXP-04939,2025-05-15,0.71,0.29,184,50,45.5,15.4,68,B
EXP-04940,2025-06-04,0.66,0.34,171,68,49.0,15.7,83,A
EXP-04941,2025-11-28,0.82,0.18,247,78,50.6,11.4,90,A
EXP-04942,2025-07-23,0.28,0.72,247,36,30.0,23.6,73,C
EXP-04943,2026-01-17,0.73,0.27,199,37,53.4,9.7,76,B
EXP-04944,2026-01-30,0.56,0.44,179,50,52.2,12.7,72,B
EXP-04945,2025-01-17,0.35,0.65,166,78,41.7,18.0,73,B
EXP-04946,2025-11-26,0.13,0.87,213,58,41.7,22.3,65,B
EXP-04947,2025-06-18,0.76,0.24,211,49,48.5,13.4,80,A
EXP-04948,2025-08-26,0.29,0.71,212,41,43.2,18.5,60,C
EXP-04949,2025-05-01,0.61,0.39,227,98,50.1,13.1,85,A
EXP-04950,2025-06-17,0.54,0.46,197,79,48.9,11.0,78,A
EXP-04951,2025-05-31,0.1,0.9,219,99,32.6,27.4,64,C
EXP-04952,2025-01-23,0.9,0.1,216,65,50.2,6.8,80,A
EXP-04953,2025-12-23,0.75,0.25,230,88,40.9,16.1,96,B
EXP-04954,2025-03-07,0.49,0.51,225,75,45.1,16.6,79,B
EXP-04955,2025-06-21,0.64,0.36,153,67,46.9,14.0,81,B
EXP-04956,2025-03-30,0.48,0.52,212,63,44.6,16.8,73,B
EXP-04957,2025-03-15,0.7,0.3,248,65,41.7,14.2,84,B
EXP-04958,2025-06-20,0.21,0.79,206,59,42.3,21.5,61,C
EXP-04959,2026-02-23,0.46,0.54,203,75,46.6,13.8,76,B
EXP-04960,2026-03-07,0.37,0.63,211,64,40.3,19.9,72,B
EXP-04961,2025-06-24,0.47,0.53,206,98,47.2,14.8,75,B
EXP-04962,2025-08-19,0.46,0.54,190,93,54.6,13.2,77,B
EXP-04963,2026-03-26,0.21,0.79,250,62,37.5,20.9,64,C
EXP-04964,2025-04-18,0.88,0.12,157,58,49.4,11.0,82,A
EXP-04965,2026-03-07,0.11,0.89,232,83,35.9,24.1,64,C
EXP-04966,2025-02-18,0.11,0.89,166,75,37.6,22.5,58,C
EXP-04967,2025-04-13,0.4,0.6,170,46,40.6,20.7,73,B
EXP-04968,2025-06-04,0.6,0.4,211,89,47.1,17.0,88,B
EXP-04969,2025-01-17,0.24,0.76,214,78,39.3,21.4,65,B
